あなたは　なん　＿＿　きょうしつ　へ　いきますか。—　でんしゃ　＿＿　いきます。,で、で
あなたは　なん　＿＿　びじゅつかん　へ　いきますか。—　バス　＿＿　いきます。,で、で
あなたは　なん　＿＿　だいがく　へ　いきますか。—　バス　＿＿　いきます。,で、で
あなたは　なん　＿＿　しょくどう　へ　いきますか。—　バス　＿＿　いきます。,で、で
あなたは　なん　＿＿　しょくどう　へ　いきますか。—　タクシー　＿＿　いきます。,で、で
これは　なん　＿＿　ほん　ですか。—　にほんご　＿＿　ほん　です。,の、の
これは　なん　＿＿　ほん　ですか。—　にほんご　＿＿　ほん　です。,の、の
これは　なん　＿＿　ほん　ですか。—　にほんご　＿＿　ほん　です。,の、の
これは　なん　＿＿　ほん　ですか。—　にほんご　＿＿　ほん　です。,の、の
これは　なん　＿＿　ほん　ですか。—　にほんご　＿＿　ほん　です。,の、の
これは　なん　＿＿　ほん　ですか。—　にほんご　＿＿　ほん　です。,の、の
これは　なん　＿＿　ほん　ですか。—　にほんご　＿＿　ほん　です。,の、の
これは　なん　＿＿　ほん　ですか。—　にほんご　＿＿　ほん　です。,の、の
"ただしいものをえらんでください：
 しょくどう（　）ひるごはん（　）たべました。
 a) で・を　 b) に・を　 c) で・に",a
"ただしいものをえらんでください：
 あなたは　なに（　）のみますか。
 a) を　 b) が　 c) に",b
"ただしいものをえらんでください：
 これは　なん（　）カメラですか。
 a) の　 b) で　 c) に",a
"ただしいものをえらんでください：
 IDEB（　）コンピューター（　）かいました。
 a) で・を　 b) に・で　 c) で・に",a
"ただしいものをえらんでください：
 なん（　）にほんごで　いいますか。—『ありがとう』です。
 a) を　 b) と　 c) で",b
"ただしいものをえらんでください：
 あした　ごご　３じ（　）ミーティング（　）あります。
 a) で・が　 b) に・が　 c) に・を",b
"ただしいものをえらんでください：
 ダッカ（　）シャハバグ（　）バス（　）いきます。
 a) から・まで・で　 b) の・に・へ　 c) で・で・に",a
"ただしいものをえらんでください：
 まいにち　７じ（　）おきます。
 a) を　 b) へ　 c) に",c
"ただしいものをえらんでください：
 にちようび（　）やすみです。
 a) は　 b) に　 c) で",a
"ただしいものをえらんでください：
 その　ノート（　）あなた（　）ですか。
 a) は・は　 b) は・の　 c) は・に",b
"ただしいものをえらんでください：
 レストラン（　）なに（　）たべますか。
 a) で・を　 b) に・を　 c) で・に",a
"ただしいものをえらんでください：
 『なんで にほんへ いきますか』の『なんで』は　＿＿のいみです。
 a) どうやって　 b) なに　 c) いつ",a
まいにち、わたし　は　ともだち　に　（　　）。,あいます
まいにち、わたし　は　サッカー　を　（　　）。,のみます
せんしゅう、わたし　は　だいがく　で　（　　）。,はたらきました
きのう、わたし　は　としょかん　で　（　　）。,しました
きのう、わたし　は　としょかん　へ　（　　）。,きませんでした
まいにち、わたし　は　びじゅつかん　へ　（　　）。,かえります
きのう、わたし　は　えいが　を　（　　）。,かきました
せんしゅう、わたし　は　えき　へ　（　　）。,かえりました
きのう、わたし　は　きょうしつ　で　（　　）。,しませんでした
あした、わたし　は　コーヒー　を　（　　）。,たべます
せんしゅう、わたし　は　ごはん　を　（　　）。,かいました
せんしゅう、わたし　は　サッカー　を　（　　）。,たべました
きのう、わたし　は　こうえん　へ　（　　）。,きました
きのう、わたし　は　だいがく　で　（　　）。,べんきょうしませんでした
あした、わたし　は　ともだち　に　（　　）。,あいます
きのう、わたし　は　サッカー　を　（　　）。,かきました
きのう、わたし　は　コーヒー　を　（　　）。,かいました
あした、わたし　は　びじゅつかん　で　（　　）。,します
せんしゅう、わたし　は　としょかん　へ　（　　）。,かえりました
せんしゅう、わたし　は　せんせい　に　（　　）。,あいました
あした、わたし　は　みず　を　（　　）。,かいます
きのう、わたし　は　ほん　を　（　　）。,のみませんでした
まいにち、わたし　は　サッカー　を　（　　）。,かいます
きのう、わたし　は　きょうしつ　で　（　　）。,べんきょうしました
"A: いっしょに　ごぜん ９じ　に　えき　へ　いきませんか。
B: はい、いきましょう。",（招待＋承諾）
"A: いっしょに　８じ３０ぷん　に　だいがく　へ　いきませんか。
B: はい、いきましょう。",（招待＋承諾）
"A: いっしょに　８じ３０ぷん　に　きょうしつ　へ　いきませんか。
B: はい、いきましょう。",（招待＋承諾）
"A: いっしょに　６じ　に　きょうしつ　へ　いきませんか。
B: はい、いきましょう。",（招待＋承諾）
"A: いっしょに　６じ　に　えき　へ　いきませんか。
B: はい、いきましょう。",（招待＋承諾）
"A: いっしょに　７じ　に　きょうしつ　へ　いきませんか。
B: はい、いきましょう。",（招待＋承諾）
"A: いっしょに　ごぜん ９じ　に　だいがく　へ　いきませんか。
B: はい、いきましょう。",（招待＋承諾）
"A: いっしょに　７じ１５ふん　に　えき　へ　いきませんか。
B: はい、いきましょう。",（招待＋承諾）
"A: いっしょに　１０じ　に　きょうしつ　へ　いきませんか。
B: はい、いきましょう。",（招待＋承諾）
"A: いっしょに　９じ　に　びじゅつかん　へ　いきませんか。
B: はい、いきましょう。",（招待＋承諾）
"A: いっしょに　８じ３０ぷん　に　しょくどう　へ　いきませんか。
B: はい、いきましょう。",（招待＋承諾）
"A: いっしょに　９じ　に　びじゅつかん　へ　いきませんか。
B: はい、いきましょう。",（招待＋承諾）
"A: いっしょに　ばんごはん　を　たべませんか。
B: すみません、きょうは　ちょっと……。",（招待＋ことわり）
"A: いっしょに　ばんごはん　を　たべませんか。
B: すみません、きょうは　ちょっと……。",（招待＋ことわり）
"A: いっしょに　ひるごはん　を　たべませんか。
B: すみません、きょうは　ちょっと……。",（招待＋ことわり）
"A: いっしょに　ひるごはん　を　たべませんか。
B: すみません、きょうは　ちょっと……。",（招待＋ことわり）
"A: いっしょに　ひるごはん　を　たべませんか。
B: すみません、きょうは　ちょっと……。",（招待＋ことわり）
"A: いっしょに　コーヒー　を　たべませんか。
B: すみません、きょうは　ちょっと……。",（招待＋ことわり）
"A: こんしゅうの　どようび、べんきょう　を　しませんか。
B: いいですね。べんきょう　を　しましょう。",（招待＋承諾）
"A: こんしゅうの　どようび、べんきょう　を　しませんか。
B: いいですね。べんきょう　を　しましょう。",（招待＋承諾）
"A: こんしゅうの　どようび、べんきょう　を　しませんか。
B: いいですね。べんきょう　を　しましょう。",（招待＋承諾）
"A: こんしゅうの　どようび、べんきょう　を　しませんか。
B: いいですね。べんきょう　を　しましょう。",（招待＋承諾）
"A: こんしゅうの　どようび、べんきょう　を　しませんか。
B: いいですね。べんきょう　を　しましょう。",（招待＋承諾）
"A: こんしゅうの　どようび、えいが　を　しませんか。
B: いいですね。えいが　を　しましょう。",（招待＋承諾）
げつようび　＿＿＿　７じ　＿＿＿　だいがく　＿＿＿　ミーティング　＿＿＿　あります。,の、に、で、が
もくようび　＿＿＿　ごぜん ９じ　＿＿＿　えき　＿＿＿　ミーティング　＿＿＿　あります。,の、に、で、が
かようび　＿＿＿　９じ　＿＿＿　きょうしつ　＿＿＿　ミーティング　＿＿＿　あります。,の、に、で、が
きんようび　＿＿＿　ごご ４じはん　＿＿＿　しょくどう　＿＿＿　ミーティング　＿＿＿　あります。,の、に、で、が
もくようび　＿＿＿　８じ　＿＿＿　としょかん　＿＿＿　ミーティング　＿＿＿　あります。,の、に、で、が
もくようび　＿＿＿　９じ　＿＿＿　えき　＿＿＿　ミーティング　＿＿＿　あります。,の、に、で、が
IDEB　で　ペン　＿＿　なに　＿＿　かいました。,で、を
レストラン　で　ナイフ　＿＿　なに　＿＿　かいました。,で、を
IDEB　で　パソコン　＿＿　なに　＿＿　かいました。,で、を
レストラン　で　ナイフ　＿＿　なに　＿＿　かいました。,で、を
レストラン　で　ナイフ　＿＿　なに　＿＿　かいました。,で、を
カフェ　で　ペン　＿＿　なに　＿＿　かいました。,で、を
